Sale_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Unit_Price,Gross_Sales,Discount_Rate,Discount_Amount,Net_Sales,Unit_Cost,Total_Cost,Profit,Sales_Channel,Payment_Method,Is_Return,Target_ID,Campaign_ID
4629,2026-04-08,2,104,10534,2,24500,49000,0.04,1791.23,47208.77,17000,34000,12500.64,Mağaza,Dijital Cüzdan,Hayır,1122,10
4630,2026-01-02,1,120,10057,3,1250,3750,0.06,224.89,3525.11,570,1710,1815.11,Online,Dijital Cüzdan,Hayır,1097,0
4631,2025-09-12,4,113,11197,1,950,950,0.05,47.75,902.25,430,430,472.25,Mağaza,Dijital Cüzdan,Hayır,1068,4
4632,2025-07-27,6,105,10694,2,2800,5600,0.1,580.78,5019.22,1450,2900,2043.93,Mağaza,Banka Kartı,Hayır,1054,0
4633,2026-03-26,8,114,11026,3,5800,17400,0.08,1397.39,16002.61,3350,10050,5952.61,Mağaza,Banka Kartı,Hayır,1120,10
4634,2025-04-05,7,102,10456,1,12500,12500,0.03,361.3,12138.7,8500,8500,3456.62,Online,Banka Kartı,Hayır,1031,2
4635,2026-04-23,1,118,10825,2,1800,3600,0.17,610.79,2989.21,850,1700,1289.21,Online,Kredi Kartı,Hayır,1121,0
4636,2025-07-09,6,102,10118,3,12500,37500,0.14,5089.68,32410.32,8500,25500,6424.17,Mağaza,Banka Kartı,Hayır,1054,0
4637,2026-04-29,2,105,10556,1,2800,2800,0.1,282.33,2517.67,1450,1450,1029.9,Mağaza,Kredi Kartı,Hayır,1122,0
4638,2026-06-20,5,102,10565,1,12500,12500,0.12,1495.12,12325.47,8500,8500,2620.59,Mağaza,Dijital Cüzdan,Hayır,1141,11
4639,2026-02-27,5,103,10496,3,32000,96000,0.09,8478.7,87521.3,22500,67500,18708.48,Mağaza,Kredi Kartı,Hayır,1109,0
4640,2025-05-13,2,111,10801,1,4200,4200,0.12,485.78,3714.22,2350,2350,1364.22,Online,Banka Kartı,Hayır,1034,0
4641,2025-02-24,2,115,10641,1,1750,1750,0.05,94.83,1655.17,720,720,993.1,Mağaza,Kredi Kartı,Hayır,1010,0
4642,2026-05-25,1,116,10163,1,2300,2300,0.14,310.66,1989.34,1050,1050,1008.97,Mağaza,Nakit,Hayır,1129,0
4643,2026-06-25,1,115,10251,1,1750,1750,0.11,185.1,1564.9,720,720,899.67,Mağaza,Banka Kartı,Hayır,1137,11
4644,2026-02-14,7,108,10644,3,5200,15600,0.09,1461.23,14138.77,3000,9000,5138.77,Online,Banka Kartı,Hayır,1111,9
4645,2025-07-30,1,112,10329,1,3600,3600,0.12,414.49,3185.51,2050,2050,1135.51,Mağaza,Banka Kartı,Hayır,1049,0
4646,2025-10-20,1,119,10118,1,450,450,0.09,38.33,411.67,150,150,261.67,Mağaza,Kredi Kartı,Hayır,1073,5
4647,2025-04-25,2,109,10369,2,8900,17800,0.07,1176.11,16623.89,5100,10200,6423.89,Mağaza,Kredi Kartı,Hayır,1026,0
4648,2025-09-16,7,106,10748,2,6500,13000,0.05,649.03,12350.97,3800,7600,4565.71,Mağaza,Banka Kartı,Hayır,1071,0
4649,2025-05-02,2,111,11139,3,4200,12600,0.06,733.4,11866.6,2350,7050,4816.6,Mağaza,Kredi Kartı,Hayır,1034,0
4650,2025-10-26,1,107,10195,1,14500,14500,0.18,2618.81,11881.19,9300,9300,2581.19,Mağaza,Kredi Kartı,Hayır,1073,5
4651,2026-01-16,6,106,10606,4,6500,26000,0.08,2199.85,23800.15,3800,15200,8243.15,Mağaza,Kredi Kartı,Hayır,1102,0
4652,2026-05-16,2,116,10724,1,2300,2300,0.09,203.76,2096.24,1050,1050,1119.61,Online,Kredi Kartı,Hayır,1130,0
4653,2025-10-24,2,119,10138,2,450,900,0.12,111.85,788.15,150,300,488.15,Online,Kredi Kartı,Hayır,1074,5
4654,2025-12-28,6,111,10963,1,4200,4200,0.11,451.18,3748.82,2350,2350,1398.82,Mağaza,Banka Kartı,Hayır,1094,8
4655,2026-04-08,2,116,11099,3,2300,6900,0.11,745.82,6154.18,1050,3150,3219.58,Mağaza,Kredi Kartı,Hayır,1122,10
4656,2026-03-14,8,105,11039,2,2800,5600,0.08,474.53,5125.47,1450,2900,2148.59,Mağaza,Dijital Cüzdan,Hayır,1120,0
4657,2025-05-07,4,112,10156,1,3600,3600,0.08,271.8,3328.2,2050,2050,1278.2,Mağaza,Kredi Kartı,Hayır,1036,0
4658,2025-07-16,4,113,10876,1,950,950,0.09,80.86,869.14,430,430,439.14,Online,Kredi Kartı,Hayır,1052,0
4659,2025-08-09,2,111,11059,2,4200,8400,0.08,675.95,7724.05,2350,4700,3024.05,Mağaza,Kredi Kartı,Hayır,1058,0
4660,2025-04-01,7,103,10519,2,32000,64000,0.12,7431.15,56568.85,22500,45000,10720.32,Mağaza,Banka Kartı,Hayır,1031,2
4661,2026-02-15,4,116,10182,1,2300,2300,0.08,183.87,2116.13,1050,1050,1140.19,Online,Nakit,Hayır,1108,0
4662,2025-01-08,1,118,10170,1,1800,1800,0.14,257.93,1542.07,850,850,692.07,Mağaza,Banka Kartı,Hayır,1001,1
4663,2026-06-28,2,113,10497,2,950,1900,0.09,162.38,1737.62,430,860,877.62,Mağaza,Nakit,Hayır,1138,11
4664,2026-04-13,3,104,11081,1,24500,24500,0.11,2677.27,21822.73,17000,17000,4495.39,Online,Dijital Cüzdan,Hayır,1123,10
4665,2025-11-16,6,102,11004,1,12500,12500,0.09,1128.17,11371.83,8500,8500,2701.26,Mağaza,Banka Kartı,Hayır,1086,7
4666,2026-01-29,8,107,11021,2,14500,29000,0.1,-2953.75,-26046.25,9300,-18600,-7446.25,Online,Kredi Kartı,Evet,1104,0
4667,2025-09-26,5,101,10713,1,18500,18500,0.07,1289.43,17210.57,12500,12500,4452.41,Mağaza,Kredi Kartı,Hayır,1069,0
4668,2025-07-10,4,118,10902,1,1800,1800,0.06,112.65,1687.35,850,850,837.35,Mağaza,Banka Kartı,Hayır,1052,0
4669,2025-03-02,2,115,10002,1,1750,1750,0.12,217.64,1532.36,720,720,865.99,Mağaza,Nakit,Hayır,1018,0
4670,2026-03-14,5,112,10423,2,3600,7200,0.03,186.86,7013.14,2050,4100,2913.14,Mağaza,Banka Kartı,Hayır,1117,0
4671,2025-09-21,8,119,10782,1,450,450,0.1,44.12,405.88,150,150,255.88,Mağaza,Banka Kartı,Hayır,1072,0
4672,2025-04-05,3,103,10753,1,32000,32000,0.06,2044.02,29955.98,22500,22500,7006.64,Online,Dijital Cüzdan,Hayır,1027,2
4673,2026-04-15,1,115,10474,1,1750,1750,0.11,190.09,1559.91,720,720,894.51,Mağaza,Banka Kartı,Hayır,1121,10
4674,2026-05-29,1,104,10146,1,24500,24500,0.14,3370.73,21129.27,17000,17000,3812.33,Mağaza,Banka Kartı,Hayır,1129,0
4675,2025-07-13,2,102,10326,1,12500,12500,0.15,1897.5,10602.5,8500,8500,1943.46,Online,Kredi Kartı,Hayır,1050,0
4676,2026-04-27,4,104,10588,1,24500,24500,0.08,2011.75,22488.25,17000,17000,5150.93,Mağaza,Kredi Kartı,Hayır,1124,0
4677,2025-12-02,8,119,10230,1,450,450,0.16,72.34,377.66,150,150,227.66,Online,Kredi Kartı,Hayır,1096,8
4678,2026-03-11,2,110,10585,1,3200,3200,0.05,167.93,3032.07,1800,1800,1232.07,Online,Nakit,Hayır,1114,0
4679,2025-07-15,2,102,10618,1,12500,12500,0.08,1015.35,11484.65,8500,8500,2812.38,Mağaza,Kredi Kartı,Hayır,1050,0
4680,2025-09-06,3,113,10736,1,950,950,0.08,75.2,874.8,430,430,444.8,Mağaza,Kredi Kartı,Hayır,1067,4
4681,2026-05-13,8,105,10782,3,2800,8400,0.0,28.92,8371.08,1450,4350,3895.51,Mağaza,Kredi Kartı,Hayır,1136,0
4682,2025-07-31,3,101,10953,1,18500,18500,0.12,2240.2,16259.8,12500,12500,3515.91,Online,Banka Kartı,Hayır,1051,0
4683,2026-04-11,2,116,11178,2,2300,4600,0.05,226.52,4373.48,1050,2100,2426.55,Mağaza,Kredi Kartı,Hayır,1122,10
4684,2025-08-09,1,104,10681,3,24500,73500,0.18,13526.19,59973.81,17000,51000,8074.2,Mağaza,Kredi Kartı,Hayır,1057,0
4685,2025-09-30,3,119,10106,1,450,450,0.06,27.25,422.75,150,150,272.75,Online,Banka Kartı,Hayır,1067,0
4686,2025-06-03,6,113,10285,1,950,950,0.12,113.55,836.45,430,430,406.45,Mağaza,Kredi Kartı,Hayır,1046,3
4687,2025-09-06,2,102,10596,1,12500,12500,0.1,1217.54,11282.46,8500,8500,2613.22,Mağaza,Dijital Cüzdan,Hayır,1066,4
4688,2025-10-06,4,105,10836,1,2800,2800,0.15,426.11,2373.89,1450,1450,888.28,Mağaza,Dijital Cüzdan,Hayır,1076,5
4689,2026-03-16,5,113,10526,1,950,950,0.11,101.5,848.5,430,430,418.5,Mağaza,Banka Kartı,Hayır,1117,10
4690,2025-10-03,3,108,10877,1,5200,5200,0.08,402.95,4797.05,3000,3000,1797.05,Mağaza,Kredi Kartı,Hayır,1075,5
4691,2026-05-29,1,112,10180,2,3600,7200,0.19,-1378.41,-5821.59,2050,-4100,-1721.59,Mağaza,Banka Kartı,Evet,1129,0
4692,2025-03-29,8,117,11063,2,3100,6200,0.09,531.19,5668.81,1200,2400,3467.22,Online,Dijital Cüzdan,Hayır,1024,2
4693,2026-05-20,4,117,10839,1,3100,3100,0.03,-86.57,-3013.43,1200,-1200,-1918.9,Mağaza,Banka Kartı,Evet,1132,0
4694,2025-08-29,6,115,10512,1,1750,1750,0.07,119.65,1630.35,720,720,967.41,Online,Nakit,Hayır,1062,4
4695,2025-08-24,5,119,11030,1,450,450,0.08,37.36,462.15,150,150,294.15,Online,Kredi Kartı,Hayır,1061,4
4696,2025-05-08,8,105,10552,1,2800,2800,0.11,300.11,2499.89,1450,1450,1012.39,Mağaza,Kredi Kartı,Hayır,1040,0
4697,2026-05-18,3,105,10764,1,2800,2800,0.08,217.3,2582.7,1450,1450,1093.96,Mağaza,Dijital Cüzdan,Hayır,1131,0
4698,2025-07-19,3,117,10741,1,3100,3100,0.09,292.31,2807.69,1200,1200,1705.96,Mağaza,Kredi Kartı,Hayır,1051,0
4699,2026-06-27,3,107,11017,3,14500,43500,0.09,3710.28,39789.72,9300,27900,11889.72,Mağaza,Kredi Kartı,Hayır,1139,11
4700,2026-05-17,3,111,10473,1,4200,4200,0.11,461.89,3738.11,2350,2350,1388.11,Online,Kredi Kartı,Hayır,1131,0
4701,2026-05-07,2,116,10466,1,2300,2300,0.06,-146.11,-2153.89,1050,-1050,-1179.28,Mağaza,Kredi Kartı,Evet,1130,0
4702,2025-01-21,8,109,11113,2,8900,17800,0.05,901.09,16898.91,5100,10200,6698.91,Mağaza,Kredi Kartı,Hayır,1008,0
4703,2025-08-22,7,103,10302,1,32000,32000,0.08,2440.58,29559.42,22500,22500,6616.03,Mağaza,Dijital Cüzdan,Hayır,1063,4
4704,2026-02-20,2,114,11144,1,5800,5800,0.1,598.69,5201.31,3350,3350,1851.31,Mağaza,Kredi Kartı,Hayır,1106,0
4705,2025-05-28,2,117,10696,1,3100,3100,0.07,230.28,2869.72,1200,1200,1770.16,Mağaza,Nakit,Hayır,1034,0
4706,2025-01-29,1,101,10718,1,18500,18500,0.13,2388.52,16111.48,12500,12500,3369.8,Mağaza,Kredi Kartı,Hayır,1001,0
4707,2025-12-27,7,112,10997,2,3600,7200,0.11,820.46,6379.54,2050,4100,2279.54,Mağaza,Kredi Kartı,Hayır,1095,8
4708,2025-11-04,3,111,10459,1,4200,4200,0.11,453.58,3746.42,2350,2350,1396.42,Mağaza,Kredi Kartı,Hayır,1083,6
4709,2025-06-11,4,106,10090,1,6500,6500,0.1,664.36,5835.64,3800,3800,1948.11,Mağaza,Banka Kartı,Hayır,1044,3
4710,2025-03-02,8,104,10116,1,24500,24500,0.09,2181.95,22318.05,17000,17000,4983.28,Online,Dijital Cüzdan,Hayır,1024,0
4711,2025-05-05,3,105,10675,2,2800,5600,0.11,619.0,4981.0,1450,2900,2006.29,Mağaza,Banka Kartı,Hayır,1035,0
4712,2026-04-01,7,115,10400,1,1750,1750,0.09,155.09,1594.91,720,720,930.74,Mağaza,Dijital Cüzdan,Hayır,1127,10
4713,2025-03-12,3,112,10110,2,3600,7200,0.06,412.36,6787.64,2050,4100,2687.64,Mağaza,Dijital Cüzdan,Hayır,1019,0
4714,2026-04-11,5,120,10200,2,1250,2500,0.07,165.28,2334.72,570,1140,1194.72,Online,Kredi Kartı,Hayır,1125,10
4715,2025-08-31,3,105,10792,1,2800,2800,0.02,67.49,2732.51,1450,1450,1241.52,Mağaza,Banka Kartı,Hayır,1059,4
4716,2026-05-05,3,119,10592,1,450,450,0.1,46.17,403.83,150,150,253.83,Online,Nakit,Hayır,1131,0
4717,2025-08-09,8,111,10987,2,4200,8400,0.08,709.78,7690.22,2350,4700,2990.22,Online,Dijital Cüzdan,Hayır,1064,0
4718,2026-04-18,5,104,10763,1,24500,24500,0.09,2084.52,22415.48,17000,17000,5079.25,Online,Banka Kartı,Hayır,1125,0
4719,2026-06-17,3,104,10073,1,24500,24500,0.06,1464.86,23035.14,17000,17000,5689.62,Mağaza,Dijital Cüzdan,Hayır,1139,11
4720,2026-05-09,2,113,10878,1,950,950,0.08,73.3,876.7,430,430,446.7,Mağaza,Kredi Kartı,Hayır,1130,0
4721,2025-03-23,1,118,10717,1,1800,1800,0.12,216.98,1583.02,850,850,733.02,Online,Banka Kartı,Hayır,1017,2
4722,2026-06-06,5,116,10435,1,2300,2300,0.12,283.52,2258.46,1050,1050,1161.5,Online,Kredi Kartı,Hayır,1141,11
4723,2025-01-12,3,113,10592,2,950,1900,0.07,140.55,1759.45,430,860,899.45,Mağaza,Kredi Kartı,Hayır,1003,1
4724,2025-09-20,7,105,10115,1,2800,2800,0.05,151.17,2648.83,1450,1450,1159.1,Mağaza,Kredi Kartı,Hayır,1071,0
4725,2026-03-25,3,103,10025,1,32000,32000,0.1,3168.03,28831.97,22500,22500,5899.49,Mağaza,Dijital Cüzdan,Hayır,1115,10
4726,2025-07-11,3,101,10177,2,18500,37000,0.08,3029.79,33970.21,12500,25000,8460.66,Online,Kredi Kartı,Hayır,1051,0
4727,2025-04-24,6,103,10293,2,32000,64000,0.0,0.0,64000.0,22500,45000,18040.0,Mağaza,Dijital Cüzdan,Hayır,1030,0
4728,2025-01-26,4,116,11027,1,2300,2300,0.16,360.8,1939.2,1050,1050,957.07,Mağaza,Banka Kartı,Hayır,1004,0
4729,2026-05-14,7,119,10315,1,450,450,0.1,46.21,403.79,150,150,253.79,Mağaza,Banka Kartı,Hayır,1135,0
4730,2026-05-23,4,105,10694,2,2800,5600,0.12,679.71,4920.29,1450,2900,1946.48,Mağaza,Kredi Kartı,Hayır,1132,0
4731,2026-06-29,2,117,10551,1,3100,3100,0.05,156.84,2943.16,1200,1200,1846.17,Mağaza,Kredi Kartı,Hayır,1138,11
4732,2025-03-03,4,105,11177,2,2800,5600,0.11,639.41,4960.59,1450,2900,1986.18,Online,Banka Kartı,Hayır,1020,0
4733,2025-08-17,1,106,10063,1,6500,6500,0.13,855.81,5644.19,3800,3800,1759.53,Mağaza,Kredi Kartı,Hayır,1057,4
4734,2025-02-04,2,105,11113,3,2800,8400,0.1,805.04,7594.96,1450,4350,3131.04,Mağaza,Kredi Kartı,Hayır,1010,0
4735,2026-04-01,2,102,10103,1,12500,12500,0.06,797.79,11702.21,8500,8500,3026.68,Mağaza,Kredi Kartı,Hayır,1122,10
4736,2026-05-17,5,105,10159,1,2800,2800,0.13,359.69,2440.31,1450,1450,953.71,Mağaza,Kredi Kartı,Hayır,1133,0
4737,2025-01-25,1,108,10561,1,5200,5200,0.15,799.25,4400.75,3000,3000,1400.75,Mağaza,Nakit,Hayır,1001,0
4738,2025-02-01,2,109,10734,1,8900,8900,0.08,695.26,8204.74,5100,5100,3104.74,Mağaza,Banka Kartı,Hayır,1010,0
4739,2025-01-12,2,107,10359,2,14500,29000,0.1,2818.36,26181.64,9300,18600,7581.64,Online,Kredi Kartı,Hayır,1002,1
4740,2025-11-15,1,111,10700,2,4200,8400,0.18,1470.42,6929.58,2350,4700,2229.58,Mağaza,Banka Kartı,Hayır,1081,6
4741,2025-01-01,1,108,10765,2,5200,10400,0.13,1332.24,9067.76,3000,6000,3067.76,Mağaza,Banka Kartı,Hayır,1001,1
4742,2026-03-11,2,120,10877,1,1250,1250,0.15,188.59,1061.41,570,570,491.41,Online,Banka Kartı,Hayır,1114,0
4743,2025-05-16,2,117,10490,1,3100,3100,0.03,108.41,2991.59,1200,1200,1896.29,Mağaza,Kredi Kartı,Hayır,1034,0
4744,2025-07-15,1,119,10192,1,450,450,0.18,81.95,368.05,150,150,218.05,Mağaza,Kredi Kartı,Hayır,1049,0
4745,2025-05-13,1,112,10244,1,3600,3600,0.11,405.12,3194.88,2050,2050,1144.88,Mağaza,Banka Kartı,Hayır,1033,0
4746,2025-03-27,7,114,10994,1,5800,5800,0.06,338.0,5462.0,3350,3350,2112.0,Mağaza,Banka Kartı,Hayır,1023,2
4747,2026-04-21,5,104,10934,1,24500,24500,0.1,2406.56,22093.44,17000,17000,4762.04,Mağaza,Banka Kartı,Hayır,1125,0
4748,2025-11-20,4,116,10583,2,2300,4600,0.11,496.99,4103.01,1050,2100,2146.62,Mağaza,Kredi Kartı,Hayır,1084,7
4749,2025-06-29,8,105,11101,1,2800,2800,0.08,223.64,2576.36,1450,1450,1087.71,Mağaza,Banka Kartı,Hayır,1048,3
4750,2026-05-31,1,104,10733,2,24500,49000,0.12,5817.3,43182.7,17000,34000,8534.96,Mağaza,Banka Kartı,Hayır,1129,0
4751,2025-06-24,2,101,10781,1,18500,18500,0.1,1835.85,16664.15,12500,12500,3914.19,Mağaza,Kredi Kartı,Hayır,1042,3
4752,2025-01-21,7,111,10794,2,4200,8400,0.06,472.55,7927.45,2350,4700,3227.45,Online,Nakit,Hayır,1007,0
4753,2025-04-15,5,106,11003,2,6500,13000,0.1,1364.07,11635.93,3800,7600,3861.39,Online,Kredi Kartı,Hayır,1029,2
4754,2026-03-19,8,120,10906,2,1250,2500,0.13,320.38,2179.62,570,1140,1039.62,Mağaza,Kredi Kartı,Hayır,1120,10
4755,2025-02-18,8,106,10733,1,6500,6500,0.13,867.27,5632.73,3800,3800,1748.24,Mağaza,Kredi Kartı,Hayır,1016,0
4756,2026-06-12,1,118,10091,2,1800,3600,0.19,700.96,2899.04,850,1700,1199.04,Mağaza,Kredi Kartı,Hayır,1137,11
4757,2025-05-25,8,107,10568,1,14500,14500,0.03,435.55,14064.45,9300,9300,4764.45,Mağaza,Kredi Kartı,Hayır,1040,0
4758,2025-12-06,8,116,10388,1,2300,2300,0.13,294.36,2005.64,1050,1050,1025.83,Mağaza,Banka Kartı,Hayır,1096,8
4759,2025-12-20,3,114,11020,4,5800,23200,0.16,3633.65,19566.35,3350,13400,6166.35,Mağaza,Kredi Kartı,Hayır,1091,8
4760,2025-03-16,8,112,10436,3,3600,10800,0.12,1277.64,9522.36,2050,6150,3372.36,Online,Kredi Kartı,Hayır,1024,2
4761,2025-11-15,1,109,10916,1,8900,8900,0.15,1309.26,7590.74,5100,5100,2490.74,Online,Kredi Kartı,Hayır,1081,6
4762,2025-03-28,5,114,10047,1,5800,5800,0.03,201.38,5598.62,3350,3350,2248.62,Mağaza,Nakit,Hayır,1021,2
4763,2025-02-11,2,109,10970,1,8900,8900,0.1,914.87,7985.13,5100,5100,2885.13,Online,Dijital Cüzdan,Hayır,1010,0
4764,2025-04-03,1,112,10307,2,3600,7200,0.17,1193.04,6006.96,2050,4100,1906.96,Mağaza,Dijital Cüzdan,Hayır,1025,2
4765,2026-05-22,4,113,10114,2,950,1900,0.12,218.61,1681.39,430,860,821.39,Online,Nakit,Hayır,1132,0
4766,2026-06-13,2,106,11082,1,6500,6500,0.08,512.28,5987.72,3800,3800,2097.9,Mağaza,Banka Kartı,Hayır,1138,11
4767,2025-09-22,5,108,10044,2,5200,10400,0.07,678.58,9721.42,3000,6000,3721.42,Mağaza,Nakit,Hayır,1069,0
4768,2025-10-19,4,101,10354,1,18500,18500,0.04,811.4,17688.6,12500,12500,4923.27,Mağaza,Banka Kartı,Hayır,1076,5
4769,2026-04-09,3,118,11007,3,1800,5400,0.1,547.31,4852.69,850,2550,2302.69,Online,Kredi Kartı,Hayır,1123,10
4770,2025-04-07,1,116,11036,3,2300,6900,0.24,1663.75,5236.25,1050,3150,2269.52,Online,Kredi Kartı,Hayır,1025,2
4771,2025-04-05,5,105,10394,1,2800,2800,0.13,366.38,2433.62,1450,1450,947.11,Mağaza,Kredi Kartı,Hayır,1029,2
4772,2025-11-22,7,108,10717,1,5200,5200,0.14,-741.54,-4458.46,3000,-3000,-1458.46,Mağaza,Kredi Kartı,Evet,1087,7
4773,2025-03-15,5,110,10760,1,3200,3200,0.12,372.19,2827.81,1800,1800,1027.81,Mağaza,Banka Kartı,Hayır,1021,2
4774,2025-12-02,5,108,10230,1,5200,5200,0.16,833.63,4366.37,3000,3000,1366.37,Mağaza,Kredi Kartı,Hayır,1093,8
4775,2025-03-09,4,117,10356,2,3100,6200,0.13,791.21,5408.79,1200,2400,3198.1,Online,Kredi Kartı,Hayır,1020,0
4776,2025-03-18,3,115,10424,1,1750,1750,0.1,183.65,1566.35,720,720,901.17,Mağaza,Kredi Kartı,Hayır,1019,2
4777,2025-07-27,3,116,10500,1,2300,2300,0.12,271.89,2028.11,1050,1050,1049.1,Online,Kredi Kartı,Hayır,1051,0
4778,2025-08-09,8,119,10020,3,450,1350,0.04,59.79,1290.21,150,450,840.21,Mağaza,Banka Kartı,Hayır,1064,0
4779,2025-09-19,6,113,10215,1,950,950,0.12,117.59,832.41,430,430,402.41,Mağaza,Kredi Kartı,Hayır,1070,0
4780,2026-02-14,3,113,10744,1,950,950,0.12,109.37,840.63,430,430,410.63,Mağaza,Kredi Kartı,Hayır,1107,9
4781,2025-11-27,3,115,10494,1,1750,1750,0.1,168.6,1581.4,720,720,916.75,Mağaza,Kredi Kartı,Hayır,1083,7
4782,2025-12-10,4,114,10118,2,5800,11600,0.1,1119.67,10480.33,3350,6700,3780.33,Online,Dijital Cüzdan,Hayır,1092,8
4783,2025-03-15,5,119,10561,2,450,900,0.07,66.84,833.16,150,300,533.16,Online,Dijital Cüzdan,Hayır,1021,2
4784,2025-09-11,3,116,10263,1,2300,2300,0.14,324.41,1975.59,1050,1050,994.74,Online,Kredi Kartı,Hayır,1067,4
4785,2025-11-28,5,103,10336,2,32000,64000,0.11,7037.71,56962.29,22500,45000,11107.85,Mağaza,Dijital Cüzdan,Hayır,1085,7
4786,2026-02-02,2,119,10522,3,450,1350,0.06,-86.87,-1263.13,150,-450,-813.13,Mağaza,Dijital Cüzdan,Evet,1106,9
4787,2025-12-11,3,114,10875,2,5800,11600,0.13,1555.23,10044.77,3350,6700,3344.77,Mağaza,Banka Kartı,Hayır,1091,8
4788,2026-03-31,7,103,11157,1,32000,32000,0.07,2233.21,29766.79,22500,22500,6820.28,Mağaza,Kredi Kartı,Hayır,1119,10
4789,2025-04-25,2,116,11017,1,2300,2300,0.06,128.12,2171.88,1050,1050,1197.89,Mağaza,Kredi Kartı,Hayır,1026,0
4790,2025-11-09,8,108,10204,2,5200,10400,0.06,647.9,9752.1,3000,6000,3752.1,Online,Banka Kartı,Hayır,1088,6
4791,2025-08-16,1,117,10984,2,3100,6200,0.21,1276.68,4923.32,1200,2400,2695.64,Online,Nakit,Hayır,1057,4
4792,2025-09-02,2,119,10655,1,450,450,0.08,37.55,412.45,150,150,262.45,Online,Kredi Kartı,Hayır,1066,4
4793,2026-06-10,3,106,10856,1,6500,6500,0.12,769.81,5730.19,3800,3800,1844.23,Mağaza,Banka Kartı,Hayır,1139,11
4794,2026-06-12,6,118,10216,1,1800,1800,0.08,145.26,1654.74,850,850,804.74,Online,Kredi Kartı,Hayır,1142,11
4795,2026-03-03,6,116,10234,2,2300,4600,0.04,175.2,4424.8,1050,2100,2479.66,Online,Banka Kartı,Hayır,1118,0
4796,2025-02-11,1,114,10402,1,5800,5800,0.14,817.79,4982.21,3350,3350,1632.21,Mağaza,Banka Kartı,Hayır,1009,0
4797,2026-04-10,2,109,10485,2,8900,17800,0.01,202.84,17597.16,5100,10200,7397.16,Mağaza,Banka Kartı,Hayır,1122,10
4798,2025-10-05,4,103,10390,1,32000,32000,0.03,1089.51,30910.49,22500,22500,7946.83,Mağaza,Kredi Kartı,Hayır,1076,5
4799,2025-01-19,2,111,10173,1,4200,4200,0.08,326.71,3873.29,2350,2350,1523.29,Online,Banka Kartı,Hayır,1002,0
4800,2025-03-07,3,103,10793,1,32000,32000,0.08,2663.08,29336.92,22500,22500,6396.87,Online,Banka Kartı,Hayır,1019,0
4801,2025-06-16,4,111,10507,1,4200,4200,0.08,344.28,3855.72,2350,2350,1505.72,Mağaza,Banka Kartı,Hayır,1044,3
4802,2026-02-07,5,117,10144,1,3100,3100,0.12,381.76,2718.24,1200,1200,1613.38,Mağaza,Banka Kartı,Hayır,1109,9
4803,2026-02-13,2,120,10247,4,1250,5000,0.06,323.61,4676.39,570,2280,2396.39,Mağaza,Kredi Kartı,Hayır,1106,9
4804,2025-04-22,1,105,10541,1,2800,2800,0.09,257.05,2542.95,1450,1450,1054.8,Mağaza,Banka Kartı,Hayır,1025,0
4805,2025-10-01,3,105,10320,1,2800,2800,0.13,373.6,2426.4,1450,1450,940.0,Mağaza,Nakit,Hayır,1075,5
4806,2026-02-11,1,117,10685,1,3100,3100,0.19,575.8,2524.2,1200,1200,1412.55,Online,Banka Kartı,Hayır,1105,9
4807,2026-01-08,4,110,10234,1,3200,3200,0.05,154.22,3045.78,1800,1800,1245.78,Online,Banka Kartı,Hayır,1100,0
4808,2025-02-08,7,119,10562,1,450,450,0.12,52.26,397.74,150,150,247.74,Online,Banka Kartı,Hayır,1015,0
4809,2025-04-15,1,116,10498,2,2300,4600,0.13,618.18,3981.82,1050,2100,2021.18,Mağaza,Kredi Kartı,Hayır,1025,2
4810,2025-11-20,1,116,10667,1,2300,2300,0.16,374.97,1925.03,1050,1050,942.41,Mağaza,Kredi Kartı,Hayır,1081,7
4811,2026-02-18,1,103,10612,1,32000,32000,0.15,4691.09,27308.91,22500,22500,4399.27,Mağaza,Banka Kartı,Hayır,1105,0
4812,2026-03-05,7,101,10592,1,18500,18500,0.08,1471.04,17028.96,12500,12500,4273.52,Mağaza,Kredi Kartı,Hayır,1119,0
4813,2025-03-02,1,107,10541,1,14500,14500,0.16,2346.11,12153.89,9300,9300,2853.89,Online,Kredi Kartı,Hayır,1017,0
4814,2025-11-03,8,105,11159,1,2800,2800,0.13,373.8,2426.2,1450,1450,939.8,Online,Kredi Kartı,Hayır,1088,6
4815,2025-12-20,3,115,10062,1,1750,1750,0.07,129.45,1620.55,720,720,957.27,Mağaza,Dijital Cüzdan,Hayır,1091,8
4816,2026-01-28,2,110,11095,3,3200,9600,0.1,924.41,8675.59,1800,5400,3275.59,Online,Kredi Kartı,Hayır,1098,0
4817,2025-07-23,1,111,10944,1,4200,4200,0.12,503.3,3696.7,2350,2350,1346.7,Mağaza,Banka Kartı,Hayır,1049,0
4818,2025-09-15,4,117,10645,2,3100,6200,0.05,286.64,5913.36,1200,2400,3720.32,Mağaza,Banka Kartı,Hayır,1068,4
4819,2026-05-01,4,111,10117,1,4200,4200,0.06,243.73,3956.27,2350,2350,1606.27,Mağaza,Kredi Kartı,Hayır,1132,0
4820,2026-06-01,4,112,10510,1,3600,3600,0.05,-164.17,-3435.83,2050,-2050,-1385.83,Mağaza,Kredi Kartı,Evet,1140,11
